,#,,@Username,Country,Topics,Followers,Engagement Rate
39,240,,The Moroccan Fashion@the_mroocan_fashion,Morocco,"Fashion
Lifestyle
Styling",358.8K,0.30%
40,241,,NARIMANE ناريمان@narimaneofficial,Morocco,"Moms
Fashion
Lifestyle",357.9K,3.10%
41,242,,Morocco Talks Football@moroccotalksfootball,Morocco,Soccer,357.2K,0.70%
42,243,,HAYTAM ALAOUI@haytam.alaoui,Morocco,"Beauty
Art
Fashion",356K,5.40%
43,244,,Beauty Addict Meryem@beauty_addict_meryem,Morocco,"Fashion
Lifestyle
Beauty",355.5K,1.80%
44,245,,Fatina Tiskat@fatinatiskatofficiel,Morocco,"Actors
Travel
Modeling",354K,0.70%
45,246,,Olivieer Konan@olivieer,Morocco,"Celebrities
Technology",353.7K,0%
46,247,,Ali Belabess@alibelabess,Morocco,"Fashion
Modeling",353K,1.10%
47,248,,Jumia Maroc@jumiamaroc,Morocco,"Lifestyle
Fashion
Beauty",350.5K,0.10%
48,249,,فاطمة معزي 🧝🏻‍♀️🧝🏻‍♀️@fatima_maazi_officiel,Morocco,,350.2K,0.40%
49,250,,Nisrine ElKettaniنسرين الكتاني@nisrineelkettani,Morocco,"Lifestyle
Fashion
Art",348.2K,1.30%
50,251,,MISTER SALIM@mistersalim_officiel,Morocco,"Lifestyle
Sports",346.5K,3.50%
51,252,,Zineb MERRAS@zei_life,Morocco,"Moms
Beauty
Art",346K,1.50%
52,253,,Boussalem Mohammed بوسالم محمد@boussalemofficiel,Morocco,"Modeling
Photography
Fitness",345.9K,0.10%
53,254,,☕آل_ريتااج | Ãch_BoůChrā ☕@al_ritaaj,Morocco,"Lifestyle
Fashion",345.3K,0.70%
54,255,,cuisinouafae@cuizinouafae,Morocco,"Choreographer
Dance",343.7K,0.10%
55,256,,الموضة المغربية للنساء فقط@fatimamaghribia1,Morocco,Moms,339.7K,0.20%
56,257,,Amine Ouizid@amine_hls,Morocco,"Lifestyle
Fashion
Sports",338.8K,5.40%
57,258,,الطبخ و البيت مع انتصار@intissar.youtube,Morocco,Moms,337.2K,1.00%
58,259,,Zikalooks@zikalooks,Morocco,"Art
Beauty",333.9K,0.90%
59,260,,Nabil Layachi@nabillayachiofficiel,Morocco,Fashion,333.9K,0.40%
60,261,,ماجدولين نزيه 🔥@majdouline_nazih,Morocco,"Art
Beauty
Business",332K,2.20%
61,262,,Caftan Inspiration By Noor 🦋@caftan_inspiration,Morocco,Fashion Design,331.8K,0.20%
62,263,,🌼  Leila Zaoui  🌼@tout_pour_se_faire_belle,Morocco,"Lifestyle
Sports
Fashion",328.1K,1.90%
63,264,,Chada TV@chadatvofficiel,Morocco,"Music
Modeling
Actors",327.8K,0.10%
64,265,,فهد الهاشمي | Fahd El Hachimi@fahd.elhachimi,Morocco,Journalists,326.7K,0.40%
65,266,,AYA💖@abaakilaya,Morocco,"Fitness
Training
Coaching",324.6K,5.50%
66,267,,E T T A LEB💎Ouallah C'est Moi💡@ayoubettaleb.officiel,Morocco,Modeling,324.2K,6.80%
67,268,,Mert ALTINIŞIK@mertaltinisik_,Morocco,Actors,323.5K,4.30%
68,269,,J A L I L O   |   جليلو 🇲🇦@jaliloben_1,Morocco,,322.9K,0.90%
69,270,,Malika Bennani@peches_gourmands_,Morocco,"Lifestyle
Sports
Food",322.1K,0.10%
70,271,,Noussair Khalfane Officiel@noussair9,Morocco,"Actors
Singer
Music",322K,3.50%
71,272,,🎀Hanane Daily🎀@hanane_daily,Morocco,"Lifestyle
Fashion",320.4K,0.40%
72,273,,Mahmoud Benhalib 💍 imane💍@mahmoudbenhalib,Morocco,"Soccer
Sports
Lifestyle",318.4K,6.30%
73,274,,Ziana Mouna Anouchka@ziana_anouchka,Morocco,"Art
Events
Fashion",317.7K,0.40%
74,275,,abir.sh@enjoyyour_makeup,Morocco,"Art
Beauty
Business
Celebrities",316.3K,2.70%
75,276,,المطبخ المغربي@wasafat_tabkh_maghribi,Morocco,,315.3K,0.40%
76,277,,أجمل فتيات المغرب@tiitiz_maroc,Morocco,Business,315K,0.01%
77,278,,Tima qanboua officiel 🎥@fatima.zahra.qanboua1,Morocco,,314.8K,0.02%
78,279,,Nouhaïla 💕@nouhaila_ytb,Morocco,"Actors
Lifestyle
Beauty
Fashion",314.3K,9.40%
79,280,,MOROCCAN STAR |🔜 300K 🇲🇦✨@moroccanstaroff,Morocco,Music,312.6K,0.50%
80,281,,🇲🇦رجاء بلمير 👫 عمر بلمير🇲🇦@belmirs.17,Morocco,,310.5K,0.50%
81,282,,F I L M M A K E R@simomokafih1,Morocco,"Moms
Fashion
Modeling",309.9K,0.70%
82,283,,beauty by amina@beauty_by__amina,Morocco,"Fashion
Lifestyle
Modeling",309.5K,0.50%
83,284,,Mehdi Hosni Official@marocain_la_fiesta,Morocco,,309.4K,2.20%
84,285,,Chaimae Abdelaziz@chaimaabdelazizofficiel,Morocco,Music,308.7K,0.50%
85,286,,MONS@mons.saroute,Morocco,,307.5K,5.90%
86,287,,Noor. ( جمالك مع نور)@noortalbi,Morocco,"Lifestyle
Fashion",307.1K,0.20%
87,288,,Yourbeauty by dounia@yourbeauty_by_dounia,Morocco,"Lifestyle
Fashion
Celebrities
Hair & Beauty",307K,1.10%
88,289,,arabstyle@arabarabstyle_,Morocco,Fashion,306.1K,0.10%
89,290,,Hajar Mourid@hajarmourid,Morocco,"Fashion
Lifestyle",303.8K,1.90%
90,291,,MOROCCO@inmorocco,Morocco,"Travel
Photography",303.8K,0.70%
91,292,,MY OFFICIAL ACCOUNT “KUCKY”💦💋💄@kaoutar.rhd,Morocco,"Fashion
Modeling
Art",303.7K,0.40%
92,293,,Brahim Nasiri@brahimnasiri,Morocco,"Luxury
Cars",302.7K,0%
93,294,,Ahmed Reda Tagnaouti@reda_tagnaouti,Morocco,,300.2K,11.80%
94,295,,Roukhe@drissroukhe,Morocco,,297K,0.30%
95,296,,Mohammed Rabii@mohammedrabii,Morocco,Coaching,296.7K,3.40%
96,297,,The Tberguig@asmaaelarabi,Morocco,Fashion,295.8K,5.30%
97,298,,ضحك و نشاط طرولات مغربية +18 😂@trolls_maroc,Morocco,"Fashion
Gym
Modeling",295.7K,0.50%
98,299,,elfassia_news@elfassia_news,Morocco,,294.5K,0.10%
99,300,,Majed Malki@majed.mlk,Morocco,"Fashion
Lifestyle
Modeling",293.8K,0%
